Age,Education,Income
47,18,
47,16,
56,10,
60,13,
55,13,
46,18,
36,15,
28,18,
52,15,
39,15,
32,14,
47,14,
67,11,
48,17,
32,17,
65,10,
54,17,5142.499825245555
25,14,
37,11,
24,11,
66,15,2291.5917906398504
44,18,
21,10,
29,15,
49,18,
69,17,
64,15,
24,12,
52,17,
20,18,
37,10,
51,18,
66,15,
68,15,
30,13,3225.4775100018123
40,10,
45,19,
44,17,
41,11,
46,10,
68,11,
32,10,
52,10,
53,18,
60,10,
54,13,
20,19,6141.15912450592
40,15,
67,16,
25,11,
47,15,
36,16,
24,19,
50,19,
24,11,
57,11,
22,19,
42,16,
56,10,
56,17,2112.7824830560003
29,12,
29,15,
38,18,
36,15,
40,18,
33,16,
28,18,
65,11,
20,17,
64,17,
32,11,
23,13,
20,16,
68,13,
59,13,
51,15,
53,19,
47,15,2923.030068958095
50,19,
27,12,3826.596469510508
58,18,
45,19,
53,11,
22,15,
69,16,
31,18,
20,12,
63,19,4207.58153989703
24,12,
49,16,
49,13,
36,17,
67,16,
66,14,
42,16,
34,12,
56,11,
40,15,
33,11,
21,12,
30,15,
58,14,
57,17,
53,18,
57,12,
69,19,
53,12,
37,12,
49,15,
34,10,
46,16,
53,10,
57,14,
52,19,
43,17,
34,13,
49,14,4491.432045185391
61,13,2611.0983734845872
36,13,
24,17,
48,11,
23,10,
29,12,
36,18,
29,13,
36,19,
39,14,2925.699534118663
43,11,
24,13,
53,11,
25,11,
21,13,
32,15,
62,16,
62,19,
67,12,
30,12,
66,19,
42,15,
35,12,5785.656664749341
50,11,
30,17,
35,14,
27,10,
23,12,
59,19,
23,17,
44,13,
22,16,
51,19,
22,11,
46,16,
48,14,
51,14,
69,15,
38,18,
40,15,
24,17,
37,16,
47,18,
61,13,
41,11,
40,16,
25,15,
20,10,
24,18,
60,18,
31,11,
45,12,
65,14,3736.3992761948048
53,14,
68,10,
33,17,
45,17,
64,13,
46,16,
28,19,
45,12,
66,15,
41,19,
66,19,
49,18,
62,10,
67,14,
36,13,
45,17,
55,10,5491.129657476482
20,18,1752.9286245343842
27,15,
68,13,
54,18,
34,14,
66,14,
41,14,
33,10,
45,10,
47,17,
42,17,
33,15,
43,13,
21,11,
64,11,
45,18,
33,14,
26,13,
22,19,
66,10,
42,16,
65,12,
62,15,
66,14,
64,14,
37,14,
57,10,
54,10,
34,12,
44,19,
56,13,
47,14,
29,11,
58,17,
36,11,
58,18,
41,11,
45,18,
63,16,
44,17,
36,11,3310.1797815743043
32,16,
39,15,
44,13,
23,16,
29,13,
22,11,
60,19,
64,16,
37,17,
66,11,
55,14,
66,10,
41,16,6152.775671224334
53,17,
66,15,5269.577679647674
27,14,2671.433807622408
59,15,
68,11,
63,10,
38,16,
61,16,
60,19,
56,19,
25,11,
45,11,
53,10,
64,19,
25,17,
56,17,
