Age,Education,Income
38,18,7281.758206647113
21,16,7022.420098889598
63,13,3900.4909050850383
45,15,3885.0649955525496
51,14,4110.758093930765
25,17,4239.000836917181
51,10,6425.807011892666
23,10,5637.993590714891
30,15,6315.618154025881
36,19,6010.3477147800495
57,11,7571.790602290598
43,14,3410.9216842862893
24,10,5570.537795575874
53,16,1739.2681156479534
25,10,3024.5666388547124
41,13,4887.71992109773
30,18,5627.309919131804
67,10,4847.276386955646
35,13,4149.2113717809825
52,15,4415.873183760444
28,15,7054.161464636156
25,17,4423.951733179789
35,10,7623.862433065292
48,16,6191.0256103117
22,10,5686.306019222346
39,16,3209.604634518507
55,12,6402.857242099441
38,17,4259.344133377251
45,12,3208.34036299145
22,10,5769.265419619066
38,17,2918.0809091501906
39,12,3856.6378068056265
51,11,4984.826132796633
26,10,8327.632136172091
60,12,3969.6263663112686
52,11,4312.675221049137
59,11,6098.517581632468
58,15,3142.556467435931
37,10,5664.2095715313735
59,11,6808.890211424881
20,15,4539.357672933348
30,12,6539.2314220952985
47,13,5437.174884817709
44,10,3903.977054294329
69,17,4703.292971155241
42,16,4430.363990029637
50,16,4868.542613275284
49,12,5229.076848829743
61,19,5882.299902457786
54,19,5763.002374380703
26,12,1352.4296431067778
35,11,4854.03771684196
45,10,2735.867129889856
67,16,4586.4091212990115
68,16,4814.31561828362
21,11,6464.222537127063
20,16,4954.82679934985
67,17,5388.82702751489
31,10,6189.584570986144
24,18,6841.62838972895
56,16,4815.479114964634
51,12,5141.2691625206135
28,17,5015.034953363381
60,16,4186.1015533533855
54,17,3846.3271648364152
38,15,1592.171125361097
67,18,3385.0085982135056
35,14,2332.0537501852946
22,12,6882.797726679878
39,12,5282.624012446143
43,10,4811.09154057975
52,17,3923.7722208783775
43,11,5044.668894851936
30,12,3728.030183516999
68,17,5261.027834930906
27,17,5368.6009743820305
55,13,3707.9244464648846
57,13,3679.3070527663913
59,14,6443.299031892676
39,15,4920.710068563049
54,14,3828.4693561026643
67,16,4444.240547465722
44,11,3484.108869940089
54,16,4899.224629007124
44,19,6247.442461496703
48,16,4958.493998608608
37,10,8545.450165513077
65,16,5632.039352073502
37,14,5344.931671763318
21,12,3637.5468035512913
54,12,4642.199829736
35,13,3831.4792354494616
60,11,1751.5321573938145
55,11,6461.393333193211
52,10,4232.8241666746535
23,14,3859.399888500041
52,13,5315.855050937697
33,19,5768.749328332276
40,11,4518.837750640582
67,12,4996.097498586472
39,16,6119.281110971604
27,16,4459.709608085079
26,13,5453.500612645001
22,14,2511.1330724162744
36,14,3138.021502358377
52,15,5908.309667120606
67,18,3059.6620412490524
31,11,5351.206320669944
41,14,4779.501826704391
41,12,4453.299106219657
65,13,3757.3058465484078
49,19,6364.010027158063
57,15,7594.836731779753
57,17,5450.2882439002915
64,10,5483.736073509226
27,19,3976.504055213759
46,17,3205.8541522634305
46,16,4940.391642790738
53,10,3539.375528062886
40,11,2341.0848075262675
49,12,6205.168718548373
52,10,6278.250182377749
47,18,3711.7418405703584
66,17,5365.946481918866
52,11,6502.92840168765
24,18,5307.540030592819
67,16,3210.2680308518998
38,18,4650.659880144352
23,15,6990.214130062986
54,15,5370.539965407669
68,13,5808.698154774208
36,19,5512.443829053672
63,19,3716.7329630326203
47,11,4068.7321710760357
49,16,5508.297735577614
48,14,6225.307670030612
65,15,6649.857426376824
25,11,3712.8416828477098
54,14,5649.6808020157905
60,19,6780.566167578465
56,13,3519.3773445679662
43,18,7230.12070369966
48,15,7458.411241016285
68,11,8937.62950943249
65,10,5346.400161244992
50,14,5354.637014393673
54,18,6240.4915836759765
52,15,6196.704009574125
40,19,6689.550291493409
51,16,6176.049770697656
42,14,4840.907136442942
52,19,6832.995681460253
22,15,3393.1187754609114
37,14,5008.778505088065
44,18,7345.603424074699
61,15,3124.630252819521
50,17,3983.786514504255
22,11,6007.620936615937
59,18,5590.8679598542285
65,14,3687.4618885156324
43,16,4375.708995904789
69,19,3228.826906024491
51,10,6470.727499280858
66,19,4616.177963494202
41,14,7688.2338661409485
42,19,5121.650366060032
21,11,4670.389544895685
46,15,4524.767358062303
61,10,4633.700247211357
21,12,5166.2316427007045
45,14,8768.611364867478
36,13,4491.7104948509605
59,12,4540.469808843036
52,19,5098.390768524768
28,14,6635.411759516391
62,17,2868.523158390831
67,13,5682.6391053644675
58,10,3773.8622359682568
48,16,5829.909033426424
61,17,4259.360086459315
45,12,1543.8464903640702
54,15,5554.366404031228
69,11,5541.717155520303
44,16,4131.379537280855
43,17,4042.484209785496
32,15,3032.940912368521
26,15,6159.649912308307
55,14,6323.323673700212
64,17,3681.423672236165
39,10,4190.098310691724
20,19,4905.066318291555
27,13,8406.29792155332
65,13,5817.682621383398
35,12,3584.876727487431
33,12,5455.670464235758
31,13,2934.962689042877
42,10,6076.985464874257
34,11,7513.321090316727
47,18,7519.687527625937
53,19,6102.340255211508
21,11,4124.881466197806
51,14,3048.6473652288114
42,18,2899.692434946336
41,18,790.6743357521855
44,17,6040.783644511883
41,10,4845.746719663401
41,10,6363.824249679691
68,18,7142.047227852182
61,17,5149.858315853615
25,19,5218.942414569725
34,18,4303.5194832538
62,16,4480.873374241388
56,12,6092.704868709401
52,12,4738.437454452034
27,11,4521.488499870764
63,14,4972.524710835723
63,12,6329.495294092385
24,15,3961.007663254846
58,11,4900.207223671951
23,12,5367.916756667644
25,14,6740.332855377859
64,10,4641.0548348008715
51,10,3923.264920922417
49,19,4273.458583591467
66,18,6579.586149523069
54,16,8049.957947905197
59,10,3029.363279470951
35,17,3357.0475773952144
32,12,4746.804819946782
69,17,5166.434144102065
61,14,6180.454348332493
49,10,3663.30048709777
38,16,3405.3364450258036
36,14,5207.130729700445
38,15,4612.398919689247
47,15,6390.081496657287
45,17,5731.039704785576
56,18,5833.069021449828
45,11,4843.2779804347
42,18,8533.370387852308
28,19,3743.3780276093603
31,18,5916.214750632163
20,19,3095.465019390339
20,19,3389.7984833908213
66,16,4088.9816018518177
53,10,7443.985004927039
51,16,5395.841645681028
67,19,4114.282897183437
44,14,5561.65448893186
59,15,5052.721822136763
64,19,4262.03994629132
20,16,2905.056716317659
35,14,7157.813726768435
58,16,5314.727193065063
24,18,8260.607560202357
41,12,6410.48243081132
48,17,5826.979587141564
22,11,4347.193507074549
31,16,3356.981654214625
45,11,4673.40352326733
35,13,3313.561108691254
56,16,5975.285571096132
41,12,7448.978746545696
48,11,4608.631600824305
33,19,6416.736458586795
47,16,3966.156394674715
24,10,4546.299742688973
66,17,3777.5540231518353
68,12,1800.3004473942342
49,11,4945.199975122084
65,12,5192.677606396629
24,14,6598.7914981424565
31,17,6193.157379003931
35,19,6213.429348558493
45,16,3538.9456653231846
45,16,5689.245959106038
67,16,7373.890948222388
40,17,5569.801776063622
58,10,7742.890419597496
55,13,8028.449166679795
52,15,4597.297594562532
49,18,3954.5903823791423
56,11,3857.806751871575
42,10,2725.79626984517
29,19,4222.395650876717
24,11,6811.498174634369
55,16,1693.94363712314
53,12,3443.8198989293805
50,19,4809.302837522004
29,11,3684.2221990674498
38,16,4209.071083639669
51,11,4231.505488366544
20,12,4613.689669907377
24,16,3905.8179558353922
64,13,3783.180179216678
23,10,6401.464618881847
35,14,6574.481266790518
43,18,2929.184982128886
35,17,860.6039010906743
21,18,6595.062274356396
68,19,3156.799372171794
47,18,5319.11725768961
51,16,2651.492190457674
46,13,6946.632477889508
39,14,8815.501842952292
43,10,5274.210363808005
31,10,4858.846027310725
69,12,4516.790637214905
54,17,6172.698966969368
52,11,5851.530126401878
52,13,6505.247680329297
62,11,4058.125216102876
56,14,5510.176559606967
31,18,4186.297899940706
22,10,3413.4265278949188
20,14,4938.476868494805
52,18,3616.2309044343765
59,10,6760.590496613882
29,18,3707.1194329762657
62,17,5545.3189110310395
63,13,4094.8665518604166
48,19,5415.594125656268
32,14,4214.005139816965
31,14,3114.1830877136936
50,15,5725.659111427768
65,16,4646.876567130167
21,17,5428.977411083689
69,17,4356.735596554344
54,11,3008.095229347322
42,18,6624.767895584385
36,16,6105.136633161632
45,13,4149.558536670134
27,13,5104.668820248196
48,17,6563.029224744406
45,13,4314.442496206405
29,15,4547.173242214172
45,14,5365.448750011061
53,12,4311.363404668121
60,19,6285.637995480533
26,11,4746.6488295388435
23,18,3823.946187509039
69,19,5912.958244810992
64,18,3286.80402585298
30,10,8022.317841686321
48,19,7373.744545370304
55,12,5770.2432153815225
44,17,5643.996532729853
40,15,5573.662126728947
55,14,4266.357821121639
29,14,5445.964468521263
56,15,3615.3010843132274
28,16,5755.7276276602715
43,10,6301.770414546943
54,18,4432.870848524998
68,12,4107.347308767921
54,13,3181.284463028135
67,19,7186.932850348536
55,10,4226.503949236683
37,19,4701.891445975065
68,12,5450.233377493589
58,11,5423.311464334902
51,11,6119.840143521605
43,10,4431.005120242507
42,17,3291.99809229363
51,12,3029.5020365415257
56,12,4131.11715073573
31,15,3572.224287988064
68,17,4544.574942038363
32,18,6961.368216139974
42,18,4434.082691174466
44,13,4433.523707998165
54,14,4975.401835616317
60,11,4391.562513181901
49,18,4898.913146422709
36,17,5811.30383372202
68,12,6327.126582144971
39,18,6504.8197996085355
67,12,8085.27833109653
44,18,5854.039169258657
41,11,8351.718352023963
32,19,3835.2772879105355
38,18,8136.927353636878
68,17,4429.435918670615
55,18,4576.971603855447
31,14,4820.19117886569
60,11,4672.068933261903
38,17,5128.760595089755
31,15,4129.9579962673415
28,17,6244.943259607058
26,14,4170.74744806823
47,19,5983.415597379338
33,11,7291.585429285647
50,15,4464.34644528839
38,14,6191.575126968766
66,14,5838.738933354777
35,10,8379.330323329625
24,11,4242.754152732575
54,17,6192.607425208676
31,12,2560.98336233517
44,19,4256.212383894781
40,12,5530.089256395362
55,17,7089.739953634671
42,17,3161.0999525236957
35,11,6179.135961111666
58,17,4905.1648152755615
64,10,2717.7085199115313
61,15,5272.380268923185
58,17,7563.7418494673175
33,12,3319.3660101325745
50,17,4835.093426944724
24,10,3520.0415230406506
54,18,4297.125602134976
42,18,7148.25521528695
48,14,4592.713286762926
62,19,7102.34860627299
30,13,6663.58107189738
37,15,4455.893129773328
66,16,4246.100809090652
31,14,3656.0017897782473
28,19,3603.6782087098936
29,18,5529.811091761765
63,12,4970.322027177552
36,16,4064.59184760619
57,19,2676.8556168150817
26,19,5159.268151733318
65,14,4295.671731408001
32,16,4707.053456626859
59,11,5456.9927430471225
61,13,1247.2957079182052
28,11,2700.088094436313
69,16,8444.664615207783
46,11,4240.084239950574
21,10,1223.8503464037062
24,18,2825.0897307256214
48,10,8726.701052962151
56,17,3945.50380959524
57,11,6738.522867345735
38,17,5181.676997505808
27,12,4272.549443751544
67,15,6163.168206144639
64,12,1423.4649869655677
20,16,2838.301070215096
41,19,4261.473481790659
36,18,2985.6434025955878
26,11,4128.8333172440425
44,14,6280.569568524242
64,15,5198.205082003971
23,13,6995.925553264384
55,13,5293.062926527617
25,13,6488.69124724179
50,11,4903.8945498072535
38,13,4114.586774960326
63,10,7220.852083312832
58,15,3935.9745680958995
46,10,5515.767234686449
29,19,6153.34604483671
45,15,6262.239056706285
38,10,3251.8359946699707
58,15,6577.925608742398
22,19,3531.5671308390947
64,17,6216.05548302499
32,11,5802.760206573648
69,11,6227.945992669847
47,13,3192.4947183514587
39,12,5881.894614101588
47,13,6628.390514612258
27,16,5290.093674742611
60,10,3772.0749805931346
58,15,6379.6214214919855
20,12,5170.879442151155
22,19,2488.333604258456
32,16,3655.7158065250096
47,19,4210.5582031595395
68,11,7258.727431459485
44,11,6995.274629459322
52,13,6990.452796585014
57,10,5348.5404165258
25,12,6370.392187668798
63,18,3288.830886971164
64,16,5010.204647589157
51,16,5677.449052474394
64,13,3387.6514140363197
66,11,5314.868134462805
40,13,7529.958778706517
35,15,5838.15467684094
40,12,6376.317809996181
30,10,1321.3896148516064
56,17,7336.953273729387
55,14,4720.816478371746
54,14,3846.9705288949363
38,13,4738.043222285105
39,15,2772.4667625786533
37,12,6571.913092628214
66,18,4496.90641583931
60,14,3892.0537819608962
68,12,4747.917401467453
33,10,6677.023481864211
34,19,5197.1876011718305
50,15,2885.4593456997995
20,11,5697.471244611624
22,12,3606.530068516063
35,10,1765.8484529377752
42,18,7244.010819075767
30,17,5685.844812241534
31,11,4882.594004294878
29,17,4481.585727954952
51,18,7095.619251099974
35,10,9630.732725297608
27,14,5673.170777849775
57,17,3455.5479765081855
31,11,4768.301721698036
43,13,5645.859008141074
47,16,1475.7075395122015
27,12,5501.748802667176
47,14,5654.637694239618
55,17,6989.513296980831
45,19,6833.184953559581
27,12,5166.758240434305
69,13,7271.955359870537
47,18,8053.517478558135
47,16,5041.92718286669
56,10,5627.280617701624
60,13,2349.0539703341356
55,13,2823.540106338368
46,18,3742.7055289857217
36,15,4334.57254322442
28,18,3355.8154628928974
52,15,4946.006882034137
39,15,4379.436248488072
32,14,6606.342847009423
47,14,4287.839531774438
67,11,1569.923077676758
48,17,5188.6267588031305
32,17,4978.702963382992
65,10,3706.9251778932594
54,17,5142.499825245555
25,14,3387.1031176604974
37,11,5494.759930435014
24,11,8949.386655394777
66,15,2291.5917906398504
44,18,4225.6368694862595
21,10,3985.242317826296
29,15,4350.110174768684
49,18,6529.886869395461
69,17,5814.239838978537
64,15,6273.149753909635
24,12,5045.743257130397
52,17,3016.8510200827136
20,18,3327.9719581100308
37,10,6119.389561199889
51,18,5256.247847619946
66,15,6890.311109118258
68,15,5439.893154870196
30,13,3225.4775100018123
40,10,4217.147278725268
45,19,5847.2212245243945
44,17,6065.498744357938
41,11,6282.662948232032
46,10,3427.2138301922105
68,11,3198.4547508846126
32,10,4715.296220378869
52,10,7160.110274800181
53,18,3959.197518787973
60,10,5682.4578359014595
54,13,5682.591708408448
20,19,6141.15912450592
40,15,7496.660380922315
67,16,7342.8596371491585
25,11,4108.091249240742
47,15,1853.156838036989
36,16,3982.205996952886
24,19,5113.508441070853
50,19,4457.532083471514
24,11,7951.848414392202
57,11,5028.170456474674
22,19,5980.567820384291
42,16,5325.821464471015
56,10,4480.050224763767
56,17,2112.7824830560003
29,12,4882.073542187772
29,15,9881.970939731189
38,18,3133.3124002432496
36,15,2277.690433438663
40,18,7904.5839538533655
33,16,6113.124454804002
28,18,5281.129820785155
65,11,7044.010793550587
20,17,3752.747085565855
64,17,4840.107858628022
32,11,6432.731175351235
23,13,8165.5315517305935
20,16,3247.183528015087
68,13,6921.101687840592
59,13,5572.758591261476
51,15,5244.591601144124
53,19,4988.406166617893
47,15,2923.030068958095
50,19,6444.633497319548
27,12,3826.596469510508
58,18,3380.4639462464793
45,19,6328.188438350507
53,11,6183.701037720018
22,15,5118.500125416594
69,16,6619.315431217462
31,18,7138.904872218673
20,12,6962.336116738311
63,19,4207.58153989703
24,12,6521.157396919568
49,16,5317.461466262973
49,13,7588.861655528562
36,17,4814.40749559924
67,16,4465.292543947504
66,14,4079.304684735685
42,16,5283.931841353333
34,12,5700.0882013881555
56,11,5728.943424390906
40,15,5523.758810467785
33,11,6006.555519019709
21,12,4666.187246128403
30,15,3691.2270266121927
58,14,3560.258004629528
57,17,6462.576642955202
53,18,5705.483465792435
57,12,2216.243343574514
69,19,6645.130140199911
53,12,7820.652719603982
37,12,3926.124723862201
49,15,5504.2400694140615
34,10,4289.812859551461
46,16,5942.46038820675
53,10,3250.9866663871626
57,14,4892.831514351829
52,19,6471.971191998172
43,17,6853.5676089482595
34,13,5639.743728379533
49,14,4491.432045185391
61,13,2611.0983734845872
36,13,3863.6754331410775
24,17,4296.089892867829
48,11,3953.3993250475787
23,10,5089.329452470423
29,12,4487.168395743072
36,18,5258.182058503165
29,13,6803.940951571495
36,19,4390.306668155958
39,14,2925.699534118663
43,11,3947.4386028126873
24,13,5875.382704959908
53,11,6016.9156774290095
25,11,5609.127795524351
21,13,6951.105958832024
32,15,4720.455395184522
62,16,8078.249222013987
62,19,6227.28070415886
67,12,1214.7687946881838
30,12,7700.987944945349
66,19,3849.520084796417
42,15,3448.848215814604
35,12,5785.656664749341
50,11,2392.7292914951845
30,17,3956.79615301758
35,14,7335.647810936311
27,10,5834.326368496254
23,12,6218.35967140883
59,19,4014.634099253789
23,17,2692.445001547845
44,13,6060.226143970602
22,16,6395.384234362926
51,19,6327.490079121664
22,11,5313.603845176798
46,16,3549.397634791894
48,14,8656.654382089595
51,14,5719.681164476264
69,15,4739.170037616248
38,18,4745.826143774949
40,15,5224.39621711033
24,17,6604.412393236971
37,16,5284.442184958179
47,18,6287.769730171246
61,13,5227.096531839811
41,11,4831.4691627944285
40,16,5961.875589992584
25,15,5904.929050510695
20,10,4745.548821357267
24,18,3876.189563428611
60,18,5512.593372110652
31,11,5117.523003443891
45,12,4167.692430843864
65,14,3736.3992761948048
53,14,5615.713765841684
68,10,5825.142585541542
33,17,4459.951828017709
45,17,4130.094446130612
64,13,3754.617216444214
46,16,5573.382408717378
28,19,3794.034389538895
45,12,8361.701853531096
66,15,4384.577846043505
41,19,1362.1785831910988
66,19,4954.742500056298
49,18,4890.449780271796
62,10,6667.577851286283
67,14,5432.1893550915565
36,13,3749.2472248402964
45,17,4570.412189754835
55,10,5491.129657476482
20,18,1752.9286245343842
27,15,7007.932601585677
68,13,3753.245171293003
54,18,7125.565731421426
34,14,5588.697711689882
66,14,5944.391204590962
41,14,6724.135154001909
33,10,5859.698079038748
45,10,6009.329324476177
47,17,4753.375339307928
42,17,5558.253022208143
33,15,4118.753277542385
43,13,4484.883350618049
21,11,7947.042571953363
64,11,3787.7096224243674
45,18,5231.475689954421
33,14,5170.203555073214
26,13,4533.8682923288015
22,19,5771.601404855657
66,10,5884.583139112075
42,16,3611.2712252786314
65,12,5152.035067319827
62,15,3376.4489918414647
66,14,6182.8229274759515
64,14,5264.730965543938
37,14,5123.4948300756305
57,10,5988.547023308604
54,10,4586.734564297399
34,12,6371.032938827307
44,19,3577.3326908657964
56,13,7117.814778341792
47,14,4173.63322616772
29,11,2455.7313984566185
58,17,4507.197637305902
36,11,4337.047704118687
58,18,4495.8890207749455
41,11,5347.472023225974
45,18,6646.763541332409
63,16,4712.441129154295
44,17,3962.5736452716487
36,11,3310.1797815743043
32,16,4297.7258130364335
39,15,2168.2627411244707
44,13,3912.3003597254583
23,16,6866.080843793279
29,13,3764.9611931323657
22,11,5943.073791200458
60,19,3160.2768652872655
64,16,7656.643848965831
37,17,7756.410099597065
66,11,5886.532334839814
55,14,7986.878902465282
66,10,5533.689462391493
41,16,6152.775671224334
53,17,6892.900815097302
66,15,5269.577679647674
27,14,2671.433807622408
59,15,6183.445032851597
68,11,4292.210608349805
63,10,4403.70526856681
38,16,5446.842374718035
61,16,5849.421319576056
60,19,5225.201951009327
56,19,5953.594304235963
25,11,3939.7142989097056
45,11,4935.944307915075
53,10,6273.6281756763065
64,19,7659.1867646550745
25,17,8189.653383459813
56,17,5649.465024091597
