Age,Education,Income,Experience
25,17,4179.353468396953,20
35,10,4717.969480733055,36
48,16,5664.946577441887,37
22,10,4203.980465340193,0
39,16,5771.1380287702195,24
55,12,4869.316611263348,35
38,17,5049.953719183632,16
45,12,4897.197109763915,23
22,10,3628.956732622535,1
38,17,4671.467896977826,39
39,12,4977.339704240881,14
51,11,5599.534537961705,31
26,10,3541.3468921607537,38
60,12,5729.45808516109,5
52,11,5740.61077573823,0
59,11,5511.5347746081725,22
58,15,5342.608047641743,38
37,10,3721.933846253528,16
59,11,5618.40327581232,33
20,15,3425.185400524593,28
30,12,4008.0335584449713,8
47,13,5214.089848360173,12
44,10,4900.085561728551,5
69,17,5866.881053070347,5
42,16,4042.0792173833865,19
50,16,5651.1556525738215,2
49,12,5826.413606904236,16
61,19,5851.6275105028135,11
54,19,5567.112151772862,0
26,12,4301.405257843062,16
35,11,5539.391788306126,2
45,10,4466.146103087114,25
67,16,6142.755137063716,14
68,16,5539.01351793364,35
21,11,4231.1592293677795,31
20,16,3928.020803105994,31
67,17,6451.496056468039,3
31,10,4626.561281295538,17
24,18,4695.354126851758,18
56,16,6069.066482284233,34
51,12,5965.253978830044,39
28,17,3867.232655051528,13
60,16,6596.585432487573,32
54,17,5338.8186302555005,13
38,15,4567.5652286880095,33
67,18,6485.421288676497,3
35,14,4900.959131524638,23
22,12,3564.0715988837605,28
39,12,4863.3603541130515,18
43,10,5894.117658434738,5
52,17,4865.831719232952,32
43,11,5892.609620506363,39
30,12,4379.150774291755,18
68,17,5231.122583282424,0
27,17,3666.634133258547,4
55,13,5268.261231132403,26
57,13,5538.035349608629,15
59,14,5897.643370687331,5
39,15,3598.259935119214,39
54,14,5793.402196238827,12
67,16,5822.454745837558,34
44,11,5895.26128580053,18
54,16,5564.911639628012,11
44,19,5671.423085866365,15
48,16,5955.174489957147,9
37,10,5391.636621733109,24
65,16,5966.796628518758,19
37,14,4560.399921139338,30
21,12,3937.5133503558422,3
54,12,6018.118687689463,22
35,13,4494.652365122919,1
60,11,5940.368763204876,21
55,11,5886.796908169725,36
52,10,5147.5540369760665,7
23,14,3665.9458558354413,6
52,13,5520.8680592980045,13
33,19,4637.089407475821,2
40,11,5216.942740000822,15
67,12,6685.943287475778,18
39,16,4400.468589714175,17
27,16,3943.9575340282177,15
26,13,3814.623856218449,7
22,14,4806.223700795711,32
36,14,4739.864704898732,11
52,15,5608.06464762251,10
67,18,6378.887182006756,4
31,11,4192.16499314118,26
41,14,5832.134759473015,11
41,12,5255.513327409364,16
65,13,6269.795264888974,5
49,19,4897.371789424717,32
57,15,5269.033754171877,4
57,17,5695.546234197116,27
64,10,5850.004103214085,13
27,19,3816.277827226724,4
46,17,5114.520990214222,32
46,16,5191.785985862055,18
53,10,5720.892710230135,21
40,11,4748.040264312868,4
49,12,4946.199652669984,1
52,10,5113.539557004377,29
47,18,5956.486364613094,38
66,17,5674.121156819128,3
52,11,5781.591149145635,32
24,18,4459.773164887198,12
67,16,6289.362262082165,19
38,18,5783.91452920259,6
23,15,4400.85949651385,14
54,15,6621.451524152325,22
68,13,6074.467999042564,13
36,19,4483.027295053291,22
63,19,6413.768579340008,18
47,11,5219.267181340399,28
49,16,6292.832712446008,19
48,14,5570.850191815469,28
65,15,5727.7128900716425,23
25,11,3381.591795727987,17
54,14,5660.880703828368,9
60,19,5955.438435233384,7
56,13,5956.882961654193,25
43,18,5755.345286877951,28
48,15,5939.556651996963,9
68,11,6110.549483831784,16
65,10,5603.090299097789,1
50,14,4882.939432495465,5
54,18,5331.599147339311,4
52,15,5416.634225980491,27
40,19,5152.531069482584,4
51,16,5149.51620155201,17
42,14,5240.195985556657,25
52,19,5781.020072929526,19
22,15,4171.671941297945,26
37,14,4285.688501493652,11
44,18,5433.913362617979,6
61,15,7090.634814383362,2
50,17,5622.948413456453,9
22,11,2623.4624496743654,33
59,18,6570.439786023451,24
65,14,5898.6261116503065,34
43,16,6282.856345247847,15
69,19,6508.18172568298,1
51,10,4707.649653007087,23
66,19,5267.6512550206235,9
41,14,5819.87038133794,37
42,19,5652.952492958636,21
21,11,5163.009442883345,25
46,15,5305.462242786778,38
61,10,6021.73505831016,26
21,12,3858.6406039207213,28
45,14,4920.854879370389,37
36,13,4603.785222771092,19
59,12,6058.731666162014,26
52,19,5178.049606543949,19
28,14,3565.355326563008,18
62,17,6179.938317007089,19
67,13,5916.902200653284,34
58,10,4280.281137529965,1
48,16,5676.283695328505,29
61,17,5495.970480941486,33
45,12,5580.894727345368,21
54,15,6018.924053257991,2
69,11,6591.795005761416,5
44,16,6448.408920178248,14
43,17,5080.974075013812,26
32,15,4457.180216250706,9
26,15,4641.836210708459,8
55,14,5722.276318943103,32
64,17,6780.246768697005,31
39,10,4315.597046212239,5
20,19,3373.91277626783,35
27,13,4732.904745663109,1
65,13,5667.594530330698,28
35,12,5054.549303221357,3
33,12,4835.001423105183,0
31,13,4202.7558569861685,18
42,10,5283.585080116717,25
34,11,4082.7037771078803,24
47,18,4850.05003686815,9
53,19,5531.406130793967,14
21,11,4089.4639095361104,21
51,14,5398.180731506071,20
42,18,5316.557981936556,21
41,18,5244.233207524146,35
44,17,5964.683404174072,33
41,10,5002.357326427497,29
41,10,5647.281715592064,24
68,18,6860.362756446946,27
61,17,7196.988641646574,0
25,19,4186.370990048863,3
34,18,4489.820639273506,6
62,16,6728.847111121867,8
56,12,5992.7162858706315,35
52,12,6240.8296083919495,18
27,11,4708.39939899475,0
63,14,5096.618954300252,9
63,12,6338.160888515591,35
24,15,4355.607948975745,8
58,11,5966.553451231982,31
23,12,4083.8784729383087,31
25,14,3453.9282361028363,5
64,10,6637.088458619161,37
51,10,5736.884214046748,16
49,19,6000.978348698713,9
66,18,5530.622237862373,26
54,16,5953.567244772634,34
59,10,5832.670331226718,20
35,17,4821.8940049627645,24
32,12,4488.420182909555,27
69,17,6721.803963740065,14
61,14,5968.56343950421,3
49,10,4924.042537472155,28
38,16,4943.212709393096,8
36,14,4692.9127314322495,26
38,15,4858.303189435558,25
47,15,3756.0942619799284,18
45,17,5591.318041784352,27
56,18,5642.668191326609,16
45,11,4575.923212990867,19
42,18,5561.281758424071,39
28,19,4718.1828638764655,38
31,18,4386.339901862571,22
20,19,3423.9153102399905,31
20,19,4089.0153673396862,32
66,16,6361.5530422938045,4
53,10,6112.167141495891,33
51,16,5328.132242569754,39
67,19,6947.461067432498,10
44,14,4929.8734983321165,2
59,15,5277.084107728789,32
64,19,5633.858622261359,10
20,16,3968.7942304321923,15
35,14,4717.242745470634,17
58,16,6063.930570375388,29
24,18,4154.8129844407795,9
41,12,5538.659258032165,17
48,17,5269.452950768712,37
22,11,3101.861867564292,18
31,16,4489.451655767103,35
45,11,4246.61065611676,12
35,13,4885.695490498849,2
56,16,6328.596499492458,9
41,12,4556.88775685874,37
48,11,6109.278343195925,0
33,19,5071.415622364216,26
47,16,5953.240077707527,7
24,10,4294.781928217316,16
66,17,5803.617412124089,8
68,12,6790.407713907069,5
49,11,5137.69954661583,24
65,12,6308.942253051678,38
24,14,4114.324503598191,27
31,17,5112.347928398448,32
35,19,5115.163502961665,36
45,16,5209.7171008438145,8
45,16,4274.196403229924,17
67,16,6032.3862667354,20
40,17,5352.111144742208,1
58,10,6040.055130523292,37
55,13,4998.38903279357,39
52,15,4696.706013765555,35
49,18,5547.7545750787285,36
56,11,5271.471416142112,14
42,10,4619.601769581212,27
29,19,4786.303864391327,17
24,11,4801.119390207837,33
55,16,5374.64898648185,21
53,12,5627.619846193913,10
50,19,5462.876667007819,12
29,11,4367.897947651742,3
38,16,4920.29923807815,21
51,11,5928.249463920078,6
20,12,3663.0378266352022,23
24,16,3437.361232741967,3
64,13,7045.00496680188,27
23,10,4694.710962245025,14
35,14,4198.1810643753015,0
43,18,5217.816004387977,2
35,17,5255.351082293055,13
21,18,4424.52197226302,37
68,19,6631.006654964643,0
47,18,5264.8865542041285,37
51,16,6413.651962530979,37
46,13,5410.42943622973,20
39,14,4692.520370339655,28
43,10,5585.537864422798,4
31,10,4598.02932097571,9
69,12,6624.898863626811,27
54,17,5801.574600795604,20
52,11,5848.387786883455,6
52,13,5110.771873300397,2
62,11,5374.446806414996,19
56,14,6517.066361616792,18
31,18,4674.792280894585,34
22,10,4485.423638704289,3
20,14,3120.120389911187,4
52,18,6133.341554357252,0
59,10,5689.257177322116,3
29,18,4046.890916595478,11
62,17,6068.313416184007,26
63,13,5661.009894728738,22
48,19,5399.1341508871965,24
32,14,4531.830826492756,20
31,14,5080.197952616942,23
50,15,6256.672251069735,24
65,16,6990.757896420791,31
21,17,2917.742510301942,31
69,17,5982.4165850783575,4
54,11,4562.556618088819,35
42,18,4503.228862782485,38
36,16,4475.240894548084,15
45,13,5455.280807613472,32
27,13,4090.0333827537297,20
48,17,5153.964964525677,8
45,13,5340.882341599881,5
29,15,3595.3451773960946,34
45,14,4830.703423518068,38
53,12,5398.2216870913135,21
60,19,5898.799005684328,4
26,11,4338.476995112773,22
23,18,4900.3248948665205,16
69,19,6904.168080540548,11
64,18,5815.344987754032,22
30,10,4369.335470274266,15
48,19,5235.280431453938,2
55,12,5492.923741739628,29
44,17,5336.257912910455,21
40,15,4070.110223514546,8
55,14,6190.357194003242,28
29,14,5296.775395357678,36
56,15,5665.079729664091,22
28,16,4255.317787441086,12
43,10,5228.522123604335,31
54,18,6209.692988480105,22
68,12,6237.8531415913785,16
54,13,6166.972583050869,39
67,19,6594.247336226621,20
55,10,6930.805722002346,1
37,19,4685.668992418852,36
68,12,5411.999776139583,5
58,11,5183.530439657243,17
51,11,5555.964118700079,29
43,10,5663.941047010376,21
42,17,4773.745429789638,32
51,12,5434.533775062335,29
56,12,6142.421368665788,16
31,15,4067.383699560771,31
68,17,6094.365300402591,13
32,18,4016.13665619487,9
42,18,5689.114046441281,35
44,13,5970.836405898183,33
54,14,4910.29250525347,8
60,11,5928.907250505888,27
49,18,6153.629487532473,10
36,17,4999.347591811119,13
68,12,6155.380383500453,38
39,18,4176.9189401945505,18
67,12,6926.472275911432,14
44,18,5380.257607472248,27
41,11,4313.506806129122,23
32,19,5194.945526937496,7
38,18,4099.798219121065,8
68,17,6289.756922916295,32
55,18,5617.692648313935,32
31,14,5359.190664423918,18
60,11,5869.476904059924,2
38,17,4767.678656849637,9
31,15,3868.460827551153,39
28,17,4079.801160470697,0
26,14,3891.352269559679,28
47,19,4967.3888169976535,33
33,11,4653.1422624459365,12
50,15,4282.9118070787035,0
38,14,4144.884877291552,33
66,14,6244.490563196423,28
35,10,4810.627341551965,12
24,11,4083.283600678052,28
54,17,5679.602755107519,38
31,12,4345.4416931723745,23
44,19,5190.747698385168,25
40,12,5217.071110131108,16
55,17,5963.56686434383,6
42,17,4755.520794270752,12
35,11,5207.547369791475,4
58,17,5978.55434725166,25
64,10,6816.106978169884,2
61,15,6766.436215633541,6
58,17,5178.636639313377,38
33,12,4220.486230565645,0
50,17,5906.774019985275,16
24,10,3367.5537899355263,24
54,18,6410.088481346686,2
42,18,4928.058902593669,14
48,14,5687.516517554509,28
62,19,6041.804668569612,31
30,13,3803.8052361081564,25
37,15,5377.772301065987,15
66,16,7675.361515268665,24
31,14,4292.495861822154,27
28,19,4238.820724577378,8
29,18,3125.4502283664706,0
63,12,6825.751451728061,28
36,16,5255.882661421001,21
57,19,4983.308068972543,15
26,19,3267.5572689765568,6
65,14,5275.384358417367,13
32,16,4922.584562686409,28
59,11,6322.495709807041,18
61,13,5588.333027815606,18
28,11,4649.630015691399,1
69,16,6529.438560495576,14
46,11,5116.365146572891,2
21,10,4535.09841334265,10
24,18,3597.5321993859807,29
48,10,5973.769606796947,39
56,17,5435.739222992824,17
57,11,6740.768340983523,1
38,17,4397.346988259267,31
27,12,4174.213960699936,7
67,15,6379.293568771177,21
64,12,6226.159273911242,5
20,16,4245.414250309048,11
41,19,4407.158790876661,39
36,18,4781.343795876683,35
26,11,4369.06585320136,14
44,14,4936.130887985937,27
64,15,6402.029308729709,17
23,13,3476.8150432561097,1
55,13,5586.773055474659,12
25,13,3873.407937798167,14
50,11,5338.284535225491,19
38,13,5623.517729960602,28
63,10,6883.2278630787005,28
58,15,6535.20823029061,2
46,10,5068.871359959574,18
29,19,4903.809138400104,2
45,15,5306.181063462902,13
38,10,4922.794851751504,39
58,15,5861.319326190415,3
22,19,4979.2089286895625,10
64,17,6882.919302778232,30
32,11,4972.4482092235485,31
69,11,6364.8495172446865,26
47,13,5369.780379127281,29
39,12,5215.283302268867,1
47,13,5089.195544072989,8
27,16,4819.157857982252,27
60,10,5539.377444278547,30
58,15,6095.921843998703,33
20,12,2855.142225103685,14
22,19,3824.690736698935,24
32,16,5638.838566459722,35
47,19,5868.0957471959555,7
68,11,7167.734224967262,8
44,11,4866.346166322809,36
52,13,5651.886418400218,38
57,10,6490.996126547152,31
25,12,4566.547467352689,16
63,18,6404.28293867916,34
64,16,7015.290985165031,36
51,16,5029.772517193036,18
64,13,6107.880980277248,28
66,11,5422.957218665323,6
40,13,4452.446974032199,27
35,15,5287.092696089486,8
40,12,4541.325366903939,27
30,10,4867.762127062549,5
56,17,6629.24252098404,28
55,14,5661.03091250403,16
54,14,5959.931719899906,15
38,13,5271.65606477146,22
39,15,4339.252468466717,30
37,12,4541.773827349476,2
66,18,5798.169394164099,20
60,14,5731.638444958486,25
68,12,6758.05534904055,35
33,10,4352.401634528855,36
34,19,4682.423386534091,21
50,15,4978.769191534382,11
20,11,4613.211082266851,12
22,12,3827.4450048883314,10
35,10,5511.490275954977,15
42,18,5130.46454692468,7
30,17,3796.5002110184605,39
31,11,4464.486626727188,39
29,17,3918.6115862669176,1
51,18,5844.674688689076,29
35,10,4619.318608836566,29
27,14,4431.605127513677,11
57,17,5665.323444976719,9
31,11,4272.328848068338,10
43,13,4663.188995192187,14
47,16,5768.111468410765,15
27,12,4263.423449100151,16
47,14,5192.654553150808,25
55,17,5650.89305077892,1
45,19,4910.569103257113,11
27,12,4194.324286611987,25
69,13,6552.814907346744,22
47,18,4832.931500471617,17
47,16,4905.324003460396,31
56,10,6489.1420468113365,37
60,13,5818.621733600222,2
55,13,5474.219595537995,37
46,18,4628.064197220362,2
36,15,5225.338818737119,29
28,18,3872.0370932445785,0
52,15,5592.353669519271,29
39,15,4095.9074653417047,31
32,14,5009.086400182058,27
47,14,5938.42812180929,20
67,11,6592.260172739007,12
48,17,4632.759934297352,26
32,17,5019.381071954615,35
65,10,5836.325500179823,6
54,17,5114.514060639194,21
25,14,4058.269477121173,9
37,11,4648.3161633267555,38
24,11,3947.4756744098554,14
66,15,6936.837123952347,14
44,18,6205.9129982213135,3
21,10,3365.4317313252677,31
29,15,4105.583802837705,22
49,18,5521.374168022478,5
69,17,6255.641754531386,23
64,15,6399.699374639258,19
24,12,4657.992677972898,36
52,17,5974.68297113502,19
20,18,4304.866783924916,11
37,10,5679.547760459862,32
51,18,4755.526358541945,27
66,15,7040.054395977308,7
68,15,6193.504182955128,0
30,13,4892.562610337814,36
40,10,4485.166885860278,21
45,19,4795.751804053361,5
44,17,5531.058645741014,20
41,11,4085.6349886250773,31
46,10,5794.721039144157,34
68,11,7029.981751170794,14
32,10,4688.89242691448,4
52,10,5670.880517789278,5
53,18,5233.181927545774,24
60,10,6337.224701201834,39
54,13,5873.832623203713,28
20,19,3539.2473019880886,6
40,15,4804.260024955904,39
67,16,6270.332287652098,12
25,11,4053.5989017404063,37
47,15,4668.544293325012,17
36,16,5149.510154291947,1
24,19,4078.2447720490527,7
50,19,5507.682387946655,10
24,11,3910.8667063012867,32
57,11,6087.635736985995,37
22,19,4199.348092190701,26
42,16,5706.392194565209,19
56,10,6040.2993564694925,11
56,17,5698.657799081445,30
29,12,4080.14159124872,26
29,15,4882.976341958322,31
38,18,4758.711950606771,9
36,15,4714.14121670189,2
40,18,4914.014196853663,26
33,16,4449.196144671435,34
28,18,4322.730502885065,30
65,11,7213.103781366289,14
20,17,3476.088972936154,15
64,17,5792.747894619195,12
32,11,5292.162209077125,34
23,13,3962.597807752464,10
20,16,3774.6893579625525,20
68,13,6917.431928386717,10
59,13,5239.902191359124,29
51,15,5960.727214626702,34
53,19,5672.808214660772,21
47,15,5582.401065415988,37
50,19,5723.015477626062,30
27,12,4036.008706758681,13
58,18,6425.591890074953,23
45,19,4974.931144260965,31
53,11,5854.424509499371,35
22,15,4718.862242764568,31
69,16,7139.450849923234,14
31,18,4416.4368320296535,34
20,12,4231.567637120505,2
63,19,5970.2556048981905,15
24,12,5451.898113634387,4
49,16,5840.0630029369095,20
49,13,5492.029217918468,9
36,17,4956.281086728872,18
67,16,6553.552707723034,24
66,14,6518.371770391741,3
42,16,4980.000891176722,28
34,12,4502.836350382413,18
56,11,5724.0733191367535,1
40,15,4430.154147476396,9
33,11,5009.13720348723,24
21,12,3649.1474786755134,19
30,15,3970.0249605076415,18
58,14,5892.822766717925,22
57,17,5784.938685155057,23
53,18,5774.817237894495,10
57,12,5565.897315301795,33
69,19,6253.728720884514,27
53,12,5996.059752544245,4
37,12,5165.608600247597,4
49,15,5744.762523088339,20
34,10,4716.983806175741,11
46,16,5384.461311666138,3
53,10,5765.2194438552515,19
57,14,5521.979130095512,37
52,19,6337.02330007305,24
43,17,5815.79401624385,13
34,13,5097.122795500483,10
49,14,5237.069206799201,31
61,13,6319.572058975075,10
36,13,5289.184968884886,17
24,17,3588.4015491394284,26
48,11,6247.255880849249,17
23,10,3280.3061944221026,22
29,12,4802.302909854538,10
36,18,5526.641153126235,20
29,13,4393.4682679864845,4
36,19,4724.767800088463,22
39,14,5283.830396323462,24
43,11,6075.940945966936,9
24,13,4059.466181029317,21
53,11,5259.522404067027,18
25,11,4038.1122721960037,0
21,13,3273.74300385689,6
32,15,5048.878949357578,3
62,16,5842.95847364307,0
62,19,5995.830422967222,14
67,12,6804.810565709503,39
30,12,4311.544837795075,11
66,19,6679.545197694199,21
42,15,4580.955748091857,21
35,12,5229.359714161999,16
50,11,5670.9525106327355,28
30,17,4455.710484590166,13
35,14,4815.446743971898,19
27,10,3706.6193526736315,32
23,12,4204.000371973485,14
59,19,5879.165107321698,11
23,17,3520.2836947812184,39
44,13,4864.462286546728,19
22,16,4035.377371023741,29
51,19,5246.35390752608,37
22,11,2893.9430474747915,2
46,16,5838.193769804433,27
48,14,5328.9550624551675,25
51,14,4413.024895381727,29
69,15,7517.481469839698,12
38,18,5520.6961656565945,12
40,15,4825.508974465833,1
24,17,3778.7512543166495,36
37,16,5051.595605380261,37
47,18,5451.163407442071,1
61,13,6321.044962400187,35
41,11,4630.189863372476,25
40,16,5548.886010485817,10
25,15,4013.2689384122255,7
20,10,4340.382874327784,39
24,18,3801.530369771488,21
60,18,7324.071992876743,19
31,11,4897.761674482629,7
45,12,6692.116138286823,28
65,14,6663.800988163023,39
53,14,5369.267821565658,25
68,10,6814.690396794598,29
33,17,5100.288909096608,16
45,17,5436.6620722488815,19
64,13,6515.196236016028,15
46,16,5680.863564703838,6
28,19,3903.159494617129,15
45,12,4717.570797635024,26
66,15,5902.891500692784,22
41,19,5113.771197185255,23
66,19,6188.4144142632895,8
49,18,4962.214717038526,34
62,10,6487.657105259824,19
67,14,6491.52241006824,36
36,13,4884.464495685427,16
45,17,5121.005347413032,30
55,10,5560.885948817214,7
20,18,3579.3344190955117,14
27,15,4816.870146268669,30
68,13,6048.253559173407,29
54,18,5804.695233346409,19
34,14,5531.005198136017,38
66,14,6133.871127655325,11
41,14,5530.3510703595975,16
33,10,4934.354508017836,29
45,10,5405.733781630527,28
47,17,5565.174220952376,18
42,17,5052.546715364535,10
33,15,4667.387984396721,33
43,13,4875.943025887138,6
21,11,4070.7285605670445,33
64,11,5907.387002108251,19
45,18,5752.8275465382985,37
33,14,3800.251285660778,23
26,13,4540.526645562742,9
22,19,4268.29335071114,31
66,10,6423.007982088016,14
42,16,5612.249474432743,36
65,12,6106.938204978526,19
62,15,6227.716922286025,2
66,14,5441.729055906773,36
64,14,5992.341558932389,39
37,14,5277.868215587612,7
57,10,5180.419132231759,39
54,10,5779.871683525373,22
34,12,4361.241464058101,39
44,19,5144.506514114132,10
56,13,5491.161255619201,7
47,14,4726.402197853285,28
29,11,4643.0016574799,29
58,17,5875.201618987627,9
36,11,5106.314559843599,38
58,18,6297.218953999431,27
41,11,5662.629368544507,35
45,18,5316.743372721332,12
63,16,6784.310512301604,31
44,17,4712.112746304523,35
36,11,5254.479914614066,36
32,16,4829.6952081639265,25
39,15,5066.546326257394,21
44,13,5422.3661170815585,3
23,16,3669.630560832269,30
29,13,3851.6265950374886,17
22,11,4954.914093038499,37
60,19,5915.638910901365,23
64,16,6108.5032890966495,22
37,17,4298.845262879354,21
66,11,5559.110847251582,1
55,14,5705.840560593859,30
66,10,6129.206039245636,10
41,16,5050.867178371225,27
53,17,5693.576970191088,31
66,15,7544.730540630347,4
27,14,4180.710009630523,37
